372,489,1
681,576,3
221,98,4
306,407,0
295,275,0
341,654,2
294,51,4
155,650,2
348,473,1
297,655,2
281,297,0
408,343,0
716,599,3
270,60,4
418,514,1
652,476,3
353,506,1
148,25,4
290,298,0
352,411,0
273,14,4
380,408,0
336,399,0
157,114,4
305,689,2
293,69,4
394,487,1
233,698,2
389,326,0
329,347,0
406,562,1
248,48,4
334,523,1
699,566,3
367,358,0
272,32,4
348,344,0
195,87,4
229,127,4
317,343,0
275,92,4
318,314,0
240,105,4
217,23,4
404,585,1
310,431,0
300,44,4
243,90,4
352,515,1
277,676,2
237,670,2
721,522,3
690,610,3
362,595,1
355,318,0
397,477,1
257,118,4
248,677,2
328,646,2
320,688,2
342,516,1
247,43,4
297,125,4
227,703,2
223,15,4
444,441,1
291,57,4
636,574,3
318,511,1
368,524,1
384,477,1
269,18,4
303,29,4
421,400,0
311,510,1
286,120,4
367,709,2
406,311,0
247,86,4
673,602,3
318,27,4
284,694,2
177,18,4
344,415,0
423,567,1
440,359,0
434,565,1
187,116,4
334,288,0
359,396,0
303,363,0
277,370,0
340,327,0
199,31,4
212,523,1
253,663,2
346,407,0
643,555,3
265,103,4
226,90,4
246,515,1
685,657,3
387,518,1
221,657,2
385,435,1
162,16,4
320,374,0
288,170,4
253,85,4
441,312,0
319,566,1
342,453,1
305,7,4
394,431,0
348,341,0
685,585,3
207,87,4
329,486,1
229,544,1
333,464,1
324,507,1
271,59,4
420,309,0
308,28,4
344,406,1
321,336,0
365,533,1
278,177,4
280,678,2
349,558,1
659,619,3
672,613,3
420,697,2
439,634,2
324,141,4
189,86,4
635,698,3
389,603,1
336,544,1
353,351,0
357,332,0
287,493,1
296,649,2
282,544,1
351,697,2
694,599,3
336,382,0
282,76,4
355,578,1
325,523,1
281,648,2
678,591,3
141,60,4
290,637,2
334,593,2
613,601,3
695,598,3
330,388,0
753,658,3
282,641,2
217,171,4
242,93,4
442,334,0
192,96,4
350,472,1
709,564,3
265,87,4
394,324,0
358,657,2
268,110,4
335,400,0
313,659,2
426,255,0
688,612,3
348,538,1
337,560,1
247,76,4
381,417,0
321,336,0
250,118,4
376,310,0
289,4,4
327,534,1
744,590,3
706,649,3
643,641,3
281,664,2
402,327,0
255,44,4
725,543,3
447,616,1
693,599,3
729,605,3
200,102,4
340,564,1
370,578,2
161,36,4
391,467,1
370,744,2
689,683,3
215,116,4
650,588,3
255,61,4
387,471,0
189,26,4
283,118,4
335,222,0
296,701,2
209,684,2
289,651,2
717,610,3
316,149,4
230,53,4
174,53,4
343,500,1
358,727,2
295,604,1
375,304,0
747,686,3
428,537,1
380,345,0
330,348,0
204,53,4
668,594,3
238,274,0
277,650,2
333,402,0
276,622,2
406,545,1
665,608,3
310,252,0
231,32,4
174,45,4
305,694,2
340,569,1
228,719,2
369,512,1
404,351,0
381,379,0
342,327,0
382,580,1
413,525,1
355,678,2
686,553,3
781,624,3
640,593,3
597,686,3
476,372,0
696,583,3
312,534,1
346,550,1
692,539,3
263,1,4
392,427,0
647,602,3
383,578,1
775,670,3
322,367,0
319,627,2
290,388,0
216,211,4
273,484,1
433,451,1
669,587,3
722,605,3
144,90,4
271,710,2
380,369,0
579,595,3
239,78,4
227,122,4
641,545,3
712,601,3
357,680,2
720,470,3
441,570,1
368,274,0
327,615,2
288,153,4
396,466,1
267,33,4
257,537,1
294,623,2
266,464,1
387,546,1
254,45,4
223,655,2
207,27,4
322,690,2
318,510,1
298,685,2
280,173,4
294,444,0
272,753,2
322,364,0
332,630,2
180,31,4
253,83,4
301,649,2
353,595,1
343,489,1
364,736,2
372,703,2
290,75,4
790,618,3
702,549,3
359,371,0
273,365,0
360,804,2
356,707,2
180,60,4
274,382,0
243,77,4
697,565,3
281,408,0
314,316,0
296,509,1
155,16,4
294,659,2
364,750,2
262,739,2
289,677,2
277,655,2
675,581,3
450,463,1
675,452,3
254,135,4
265,696,2
328,633,2
402,517,1
335,367,0
353,410,1
342,504,1
302,697,2
245,170,4
258,581,2
350,631,2
293,95,4
318,304,0
274,46,4
383,450,1
674,622,3
172,54,4
295,668,2
679,623,3
373,531,1
643,662,3
277,61,4
364,362,0
261,328,0
325,644,2
322,347,0
693,669,3
405,706,2
295,491,1
419,370,0
240,160,4
685,572,3
216,126,4
341,391,0
317,537,1
369,500,1
245,90,4
345,620,2
754,608,3
258,736,2
741,685,3
202,121,4
324,733,2
340,601,1
293,717,2
334,49,4
293,550,2
292,532,1
314,356,0
294,55,4
316,354,0
231,137,4
407,467,1
397,423,0
207,25,4
243,6,4
679,694,3
371,285,0
705,508,3
309,300,0
368,549,1
344,471,1
318,542,1
284,732,2
