122,580,4
181,287,1
102,22,2
192,290,1
79,606,4
80,454,0
167,20,2
473,280,3
100,484,0
28,449,0
49,484,0
116,607,4
138,13,2
82,587,4
101,560,4
137,595,4
186,314,1
518,237,3
81,558,4
154,35,2
153,33,2
466,320,3
110,548,4
463,257,3
133,639,4
70,487,0
162,52,2
58,448,0
95,608,4
162,274,1
461,288,3
229,301,1
204,326,1
127,557,4
237,324,1
128,321,1
113,594,4
62,432,0
500,313,3
106,593,4
502,252,3
209,236,1
217,277,1
216,325,1
501,297,3
143,558,4
158,11,2
103,514,0
101,604,4
41,507,0
517,246,3
187,33,2
549,288,3
115,545,4
205,343,1
83,537,4
216,28,2
509,282,3
42,477,0
76,597,4
149,0,2
168,30,2
456,234,3
457,293,3
470,264,3
203,287,1
535,231,3
445,279,3
154,32,2
109,626,4
117,10,2
511,339,3
173,260,1
447,276,3
38,482,0
501,284,3
21,502,0
38,547,0
4,474,0
496,258,3
16,497,0
143,38,2
217,342,1
161,97,2
63,434,0
194,45,2
39,494,0
193,328,1
217,243,1
159,16,2
216,284,1
204,7,2
209,287,1
148,20,2
135,8,2
25,500,0
231,337,1
55,459,0
100,664,4
75,537,0
